year,month,day,team,opponent,location,teamscore,oppscore
2020,3,7,A&M-Corpus Christi,Houston Baptist,H,84,78
2020,1,4,A&M-Corpus Christi,Southeastern La.,H,80,84
2020,2,29,A&M-Corpus Christi,UIW,H,78,70
2020,1,22,A&M-Corpus Christi,New Orleans,H,74,71
2020,3,4,A&M-Corpus Christi,Sam Houston St.,H,74,60
2020,2,5,A&M-Corpus Christi,McNeese,H,69,62
2020,1,2,A&M-Corpus Christi,Northwestern St.,H,67,62
2020,2,12,A&M-Corpus Christi,SFA,H,67,75
2020,1,18,A&M-Corpus Christi,Lamar University,H,64,58
2020,2,15,A&M-Corpus Christi,Abilene Christian,H,64,78
2019,11,15,A&M-Corpus Christi,Stony Brook,H,63,68
2019,11,17,A&M-Corpus Christi,UTRGV,H,63,55
2019,11,6,A&M-Corpus Christi,Louisiana Tech,H,49,82
2019,11,16,A&M-Corpus Christi,North Dakota St.,H,45,57
2020,2,26,Abilene Christian,Sam Houston St.,H,85,69
2020,1,8,Abilene Christian,McNeese,H,84,88
2020,2,8,Abilene Christian,Lamar University,H,84,49
2020,2,12,Abilene Christian,Houston Baptist,H,81,67
2019,12,21,Abilene Christian,Nicholls St.,H,79,61
2020,1,18,Abilene Christian,Southeastern La.,H,76,55
2020,2,29,Abilene Christian,Central Ark.,H,75,70
2019,12,5,Abilene Christian,Southeast Mo. St.,H,73,64
2020,2,1,Abilene Christian,UIW,H,72,58
2020,3,3,Abilene Christian,SFA,H,72,77
2019,11,16,Abilene Christian,Pepperdine,H,69,73
2020,1,11,Abilene Christian,A&M-Corpus Christi,H,68,56
2019,12,31,Air Force,UC Riverside,H,105,56
2020,2,15,Air Force,San Jose St.,H,95,86
2019,12,7,Air Force,Nevada,H,85,100
2020,1,15,Air Force,Boise St.,H,85,78
2019,12,21,Air Force,Drake,H,80,85
2019,11,7,Air Force,Idaho St.,H,79,89
2020,1,7,Air Force,Utah St.,H,79,60
2019,11,9,Air Force,Texas St.,H,78,71
2019,12,1,Air Force,Jackson St.,H,76,52
2020,2,8,Air Force,San Diego St.,H,74,89
2020,2,22,Air Force,Wyoming,H,72,78
2020,1,28,Air Force,Fresno St.,H,68,79
2020,1,18,Air Force,Colorado St.,H,65,78
2020,2,26,Air Force,New Mexico,H,60,58
2020,3,4,Air Force,Fresno St.,N,77,70
2019,11,24,Air Force,Indiana St.,N,74,84
2019,11,21,Air Force,LMU (CA),N,64,78
2019,11,22,Air Force,Duquesne,N,63,69
2020,3,5,Air Force,San Diego St.,N,60,73
2020,1,18,Akron,Toledo,H,89,99
2019,12,30,Akron,Massachusetts,H,85,79
2020,1,7,Akron,Western Mich.,H,84,69
2019,11,21,Akron,Youngstown St.,H,82,60
2020,3,6,Akron,Kent St.,H,79,76
2019,11,18,Akron,USC Upstate,H,76,45
2020,1,10,Akron,Ball St.,H,75,60
2020,2,22,Akron,Miami (OH),H,75,65
2020,1,28,Akron,Buffalo,H,74,77
2020,2,11,Akron,Bowling Green,H,74,59
2020,3,3,Akron,Ohio,H,74,67
2019,12,8,Akron,Southern U.,H,72,57
2019,11,29,Akron,Merrimack,H,64,47
2020,2,8,Akron,Eastern Mich.,H,59,58
2019,11,15,Akron,N.C. Central,H,57,47
2019,12,21,Akron,Liberty,N,67,80
2019,12,20,Akron,Tulane,N,62,61
2019,12,29,Alabama,Richmond,H,90,78
2020,1,8,Alabama,Mississippi St.,H,90,69
2020,2,29,Alabama,South Carolina,H,90,86
2020,1,18,Alabama,Missouri,H,88,74
2020,2,15,Alabama,LSU,H,88,82
2020,1,15,Alabama,Auburn,H,83,64
2019,11,19,Alabama,Furman,H,81,73
2019,11,5,Alabama,Penn,H,80,81
2020,3,3,Alabama,Vanderbilt,H,79,87
2019,11,11,Alabama,Fla. Atlantic,H,78,59
2019,12,6,Alabama,SFA,H,78,68
2020,2,1,Alabama,Arkansas,H,78,82
2020,1,25,Alabama,Kansas St.,H,77,74
2020,2,4,Alabama,Tennessee,H,68,69
2020,2,19,Alabama,Texas A&M,H,68,74
2019,12,21,Alabama,Belmont,N,92,72
2019,11,28,Alabama,Iowa St.,N,89,104
2019,11,29,Alabama,Southern Miss.,N,83,68
2019,11,27,Alabama,North Carolina,N,67,76
2019,12,20,Alabama A&M,North Ala.,H,92,80
2019,11,25,Alabama A&M,Troy,H,80,66
2020,2,1,Alabama A&M,Texas Southern,H,73,82
2020,2,22,Alabama A&M,Alcorn,H,71,61
2019,12,7,Alabama A&M,Jacksonville St.,H,67,62
2020,1,13,Alabama A&M,Mississippi Val.,H,66,72
2020,1,11,Alabama A&M,Ark.-Pine Bluff,H,59,49
2020,3,5,Alabama A&M,Grambling,H,58,57
2020,1,18,Alabama A&M,Alabama St.,H,56,65
2020,2,3,Alabama A&M,Prairie View,H,54,69
2020,3,7,Alabama A&M,Jackson St.,H,51,54
2020,2,24,Alabama A&M,Southern U.,H,37,64
2020,1,11,Alabama St.,Mississippi Val.,H,81,75
2020,2,3,Alabama St.,Texas Southern,H,79,55
2020,2,24,Alabama St.,Alcorn,H,77,80
2020,2,15,Alabama St.,Alabama A&M,H,61,58
2020,3,5,Alabama St.,Jackson St.,H,59,71
2020,3,7,Alabama St.,Grambling,H,58,70
2020,1,13,Alabama St.,Ark.-Pine Bluff,H,56,61
2020,2,1,Alabama St.,Prairie View,H,52,49
2020,2,22,Alabama St.,Southern U.,H,44,56
2019,12,22,Alabama St.,Austin Peay,N,69,80
2019,11,30,Alabama St.,Chicago St.,N,67,54
2019,12,21,Alabama St.,UAB,N,63,71
2019,11,29,Alabama St.,Chattanooga,N,56,74
2020,1,22,Albany (NY),UMass Lowell,H,101,75
2019,12,14,Albany (NY),Niagara,H,84,80
2019,11,13,Albany (NY),Canisius,H,83,57
2020,1,11,Albany (NY),Maine,H,76,70
2020,2,1,Albany (NY),Vermont,H,75,86
2019,11,9,Albany (NY),Lehigh,H,70,74
2019,11,30,Albany (NY),American,H,68,64
2020,2,5,Albany (NY),Binghamton,H,62,49
2020,2,22,Albany (NY),New Hampshire,H,56,68
2019,12,4,Albany (NY),Yale,H,52,61
2020,2,20,Albany (NY),UMBC,H,50,69
2020,2,29,Albany (NY),Stony Brook,H,49,52
2020,1,25,Albany (NY),Hartford,H,48,62
2019,11,23,Albany (NY),Sacred Heart,N,72,65
2019,11,24,Albany (NY),Presbyterian,N,65,60
2020,2,15,Alcorn,Mississippi Val.,H,92,88
2020,3,7,Alcorn,Texas Southern,H,90,75
2020,1,13,Alcorn,Grambling,H,87,69
2020,3,5,Alcorn,Prairie View,H,80,71
2020,1,11,Alcorn,Jackson St.,H,65,76
2020,1,27,Alcorn,Alabama St.,H,63,60
2020,2,17,Alcorn,Ark.-Pine Bluff,H,60,52
2020,1,25,Alcorn,Alabama A&M,H,59,58
2020,2,29,Alcorn,Southern U.,H,57,71
2019,11,26,American,Howard,H,86,69
2019,12,3,American,UMBC,H,85,61
2020,1,18,American,Holy Cross,H,81,69
2020,2,12,American,Loyola Maryland,H,81,76
2020,2,26,American,Lafayette,H,79,59
2020,1,27,American,Lehigh,H,77,56
2019,12,21,American,Stony Brook,H,74,77
2020,2,8,American,Army West Point,H,72,62
2020,2,19,American,Navy,H,71,62
2019,11,8,American,William & Mary,H,70,79
2020,1,25,American,Colgate,H,69,79
2020,1,5,American,Boston U.,H,67,63
2020,1,15,American,Bucknell,H,61,60
2020,1,16,Appalachian St.,Arkansas St.,H,83,80
2020,2,29,Appalachian St.,Coastal Carolina,H,77,84
2020,1,4,Appalachian St.,Ga. Southern,H,74,72
2020,1,6,Appalachian St.,Louisiana,H,73,81
2020,2,20,Appalachian St.,South Alabama,H,70,78
2019,11,12,Appalachian St.,East Carolina,H,68,62
2020,2,22,Appalachian St.,Troy,H,68,59
2019,11,21,Appalachian St.,Charlotte,H,64,55
2020,1,2,Appalachian St.,Georgia St.,H,60,69
2020,2,8,Appalachian St.,Texas St.,H,60,57
2020,1,18,Appalachian St.,Little Rock,H,57,73
2020,2,6,Appalachian St.,UT Arlington,H,57,50
2019,11,16,Appalachian St.,Tennessee Tech,N,69,47
2019,11,15,Appalachian St.,Montana St.,N,56,59
2019,11,24,Arizona,Long Beach St.,H,104,67
2019,12,11,Arizona,Omaha,H,99,49
2020,1,16,Arizona,Utah,H,93,77
2019,11,6,Arizona,Northern Ariz.,H,91,52
2019,11,10,Arizona,Illinois,H,90,69
2020,2,20,Arizona,Oregon St.,H,89,63
2019,11,14,Arizona,San Jose St.,H,87,39
2020,2,6,Arizona,Southern California,H,85,80
2019,11,17,Arizona,New Mexico St.,H,83,53
2020,3,5,Arizona,Washington St.,H,83,62
2019,12,14,Arizona,Gonzaga,H,80,84
2020,1,4,Arizona,Arizona St.,H,75,47
2020,1,18,Arizona,Colorado,H,75,54
2020,2,22,Arizona,Oregon,H,72,73
2019,11,21,Arizona,South Dakota St.,H,71,64
2020,3,7,Arizona,Washington,H,63,69
2020,2,8,Arizona,UCLA,H,52,65
2019,11,28,Arizona,Pepperdine,N,93,91
2019,11,29,Arizona,Penn,N,92,82
2019,12,1,Arizona,Wake Forest,N,73,66
2019,12,21,Arizona,St. John's (NY),N,67,70
2019,12,28,Arizona St.,Texas Southern,H,98,81
2019,11,17,Arizona St.,Rider,H,92,55
2019,11,14,Arizona St.,Central Conn. St.,H,90,49
2019,12,11,Arizona St.,Prairie View,H,88,79
2020,2,6,Arizona St.,UCLA,H,84,66
2020,1,18,Arizona St.,Utah,H,83,64
2020,3,5,Arizona St.,Washington,H,83,90
2020,3,7,Arizona St.,Washington St.,H,83,74
2019,12,14,Arizona St.,Georgia,H,79,59
2019,12,7,Arizona St.,Louisiana,H,77,65
2020,2,20,Arizona St.,Oregon,H,77,72
2020,2,22,Arizona St.,Oregon St.,H,74,73
2020,1,25,Arizona St.,Arizona,H,66,65
2020,2,8,Arizona St.,Southern California,H,66,64
2020,1,16,Arizona St.,Colorado,H,61,68
2019,12,21,Arizona St.,Creighton,H,60,67
2019,11,23,Arizona St.,St. John's (NY),N,80,67
2019,11,8,Arizona St.,Colorado,N,71,81
2019,12,18,Arizona St.,Saint Mary's (CA),N,56,96
2019,11,24,Arizona St.,Virginia,N,45,48
2020,2,24,Ark.-Pine Bluff,Texas Southern,H,74,72
2020,3,7,Ark.-Pine Bluff,Mississippi Val.,H,71,74
2020,2,22,Ark.-Pine Bluff,Prairie View,H,61,69
2020,1,18,Ark.-Pine Bluff,Southern U.,H,56,75
2020,1,20,Ark.-Pine Bluff,Alcorn,H,54,82
2020,2,8,Ark.-Pine Bluff,Alabama A&M,H,54,58
2020,2,10,Ark.-Pine Bluff,Alabama St.,H,49,57
2020,2,1,Ark.-Pine Bluff,Grambling,H,47,49
2020,2,3,Ark.-Pine Bluff,Jackson St.,H,45,49
2020,3,4,Arkansas,LSU,H,99,90
2019,12,14,Arkansas,Tulsa,H,98,79
2019,11,5,Arkansas,Rice,H,91,43
2020,2,26,Arkansas,Tennessee,H,86,69
2019,11,19,Arkansas,Texas Southern,H,82,51
2020,1,25,Arkansas,TCU,H,78,67
2020,2,22,Arkansas,Missouri,H,78,68
2019,11,22,Arkansas,South Dakota,H,77,56
2020,1,29,Arkansas,South Carolina,H,77,79
2020,2,15,Arkansas,Mississippi St.,H,77,78
2020,2,4,Arkansas,Auburn,H,76,79
2020,1,15,Arkansas,Vanderbilt,H,75,55
2019,12,21,Arkansas,Valparaiso,H,72,68
2019,12,3,Arkansas,Austin Peay,H,69,61
2020,1,4,Arkansas,Texas A&M,H,69,59
2019,11,12,Arkansas,North Texas,H,66,43
2019,11,30,Arkansas,Northern Ky.,H,66,60
2020,1,18,Arkansas,Kentucky,H,66,73
2019,11,16,Arkansas,Montana,H,64,46
2020,1,6,Arkansas St.,Georgia St.,H,90,87
2019,11,17,Arkansas St.,Idaho,H,82,68
2019,11,15,Arkansas St.,UC Davis,H,80,67
2019,12,18,Arkansas St.,Louisiana,H,79,67
2019,12,3,Arkansas St.,Omaha,H,78,73
2020,2,22,Arkansas St.,Little Rock,H,78,81
2020,2,1,Arkansas St.,Coastal Carolina,H,77,83
2020,1,11,Arkansas St.,Troy,H,76,68
2020,1,23,Arkansas St.,South Alabama,H,75,71
2019,11,14,Arkansas St.,VMI,H,71,56
2020,1,4,Arkansas St.,Texas St.,H,67,70
2020,1,30,Arkansas St.,Appalachian St.,H,64,71
2019,11,30,Arkansas St.,SFA,H,57,76
2020,1,2,Arkansas St.,UT Arlington,H,52,73
2020,2,19,Arkansas St.,La.-Monroe,H,52,66
2020,2,22,Army West Point,Navy,H,86,75
2019,11,18,Army West Point,Fairleigh Dickinson,H,81,65
2020,1,18,Army West Point,Loyola Maryland,H,81,80
2020,2,15,Army West Point,Lehigh,H,79,66
2019,12,4,Army West Point,NJIT,H,75,65
2019,12,7,Army West Point,LIU,H,72,85
2020,1,29,Army West Point,Bucknell,H,68,59
2020,2,26,Army West Point,Holy Cross,H,67,61
2020,2,5,Army West Point,Boston U.,H,66,80
2020,1,6,Army West Point,Colgate,H,65,70
2020,2,12,Army West Point,Lafayette,H,65,48
2020,1,8,Army West Point,American,H,60,68
2019,11,12,Army West Point,Air Force,H,57,69
2019,11,15,Auburn,CSUN,H,116,70
2020,2,12,Auburn,Alabama,H,95,91
2019,11,18,Auburn,Colgate,H,91,62
2020,2,8,Auburn,LSU,H,91,90
2019,12,29,Auburn,Lipscomb,H,86,59
2019,11,5,Auburn,Ga. Southern,H,83,74
2020,1,8,Auburn,Vanderbilt,H,83,79
2020,1,11,Auburn,Georgia,H,82,60
2019,12,5,Auburn,Furman,H,81,78
2020,1,22,Auburn,South Carolina,H,80,67
2020,1,25,Auburn,Iowa St.,H,80,76
2019,12,19,Auburn,NC State,H,79,73
2020,2,1,Auburn,Kentucky,H,75,66
2020,3,4,Auburn,Texas A&M,H,75,78
2019,12,21,Auburn,Lehigh,H,74,51
2020,2,22,Auburn,Tennessee,H,73,66
2020,2,25,Auburn,Ole Miss,H,67,58
2019,11,25,Auburn,New Mexico,N,84,59
2019,11,26,Auburn,Richmond,N,79,65
2019,11,8,Auburn,Davidson,N,76,66
2019,12,14,Auburn,Saint Louis,N,67,61
2020,1,23,Austin Peay,Tennessee St.,H,99,74
2020,2,15,Austin Peay,Eastern Ky.,H,93,85
2019,11,25,Austin Peay,South Carolina St.,H,92,66
2019,12,7,Austin Peay,North Florida,H,90,83
2020,1,25,Austin Peay,Belmont,H,86,78
2020,1,4,Austin Peay,UT Martin,H,82,63
2020,1,30,Austin Peay,SIUE,H,82,58
2019,11,23,Austin Peay,Southeastern La.,H,81,60
2020,1,2,Austin Peay,Southeast Mo. St.,H,78,63
2020,2,13,Austin Peay,Murray St.,H,71,68
2020,2,1,Austin Peay,Eastern Ill.,H,68,64
2020,2,27,Austin Peay,Morehead St.,H,67,58
2019,12,22,Austin Peay,Alabama St.,N,80,69
2019,12,21,Austin Peay,Duquesne,N,77,86
2020,3,5,Austin Peay,Eastern Ill.,N,76,65
2020,3,6,Austin Peay,Murray St.,N,61,73
2019,12,7,Ball St.,IUPUI,H,102,54
2019,11,23,Ball St.,Howard,H,100,69
2020,1,7,Ball St.,Buffalo,H,88,68
2020,3,3,Ball St.,Central Mich.,H,85,68
2020,1,18,Ball St.,Miami (OH),H,71,62
2020,2,15,Ball St.,Bowling Green,H,71,77
2020,2,25,Ball St.,Western Mich.,H,71,61
2020,2,1,Ball St.,Ohio,H,65,54
2020,2,22,Ball St.,Eastern Mich.,H,64,55
2020,2,11,Ball St.,Northern Ill.,H,63,59
2019,11,26,Ball St.,Western Ill.,H,62,69
2020,1,3,Ball St.,Toledo,H,61,57
2019,12,3,Ball St.,Loyola Chicago,H,58,70
2019,11,20,Ball St.,Northern Ky.,H,57,59
2019,12,23,Ball St.,UTEP,N,70,71
2019,11,17,Ball St.,Indiana St.,N,69,55
2019,12,22,Ball St.,Washington,N,64,85
2019,12,25,Ball St.,Portland,N,61,46
2019,11,5,Baylor,Central Ark.,H,105,61
2020,2,25,Baylor,Kansas St.,H,85,66
2019,12,30,Baylor,Jackson St.,H,83,57
2019,12,3,Baylor,UMES,H,78,46
2020,2,8,Baylor,Oklahoma St.,H,78,70
2019,11,15,Baylor,Texas St.,H,72,63
2020,3,2,Baylor,Texas Tech,H,71,68
2020,2,15,Baylor,West Virginia,H,70,59
2020,1,15,Baylor,Iowa St.,H,68,55
2020,2,1,Baylor,TCU,H,68,52
2019,12,7,Baylor,Arizona,H,63,58
2020,1,20,Baylor,Oklahoma,H,61,57
2020,2,22,Baylor,Kansas,H,61,64
2020,1,4,Baylor,Texas,H,59,44
2019,12,10,Baylor,Butler,H,53,52
2019,12,18,Baylor,UT Martin,N,91,63
2019,11,24,Baylor,Villanova,N,87,78
2019,11,21,Baylor,Ohio,N,76,53
2019,11,8,Baylor,Washington,N,64,67
2020,2,15,Belmont,Jacksonville St.,H,101,84
2019,11,11,Belmont,Samford,H,95,63
2019,11,18,Belmont,High Point,H,90,51
2020,1,4,Belmont,Eastern Ill.,H,87,55
2020,1,16,Belmont,Eastern Ky.,H,87,56
2019,12,18,Belmont,Kennesaw St.,H,83,44
2019,12,3,Belmont,Lipscomb,H,80,75
2020,1,18,Belmont,Morehead St.,H,77,59
2020,2,13,Belmont,Tennessee St.,H,74,51
2020,2,6,Belmont,Murray St.,H,71,64
2020,2,8,Belmont,Austin Peay,H,71,63
2020,1,2,Belmont,SIUE,H,69,79
2020,2,27,Belmont,Tennessee Tech,H,65,62
2020,3,7,Belmont,Murray St.,N,76,75
2019,12,21,Belmont,Alabama,N,72,92
2020,3,6,Belmont,Eastern Ky.,N,60,50
2020,2,10,Bethune-Cookman,Howard,H,87,68
2019,12,21,Bethune-Cookman,Marist,H,85,56
2020,1,11,Bethune-Cookman,Coppin St.,H,85,80
2020,1,13,Bethune-Cookman,Morgan St.,H,85,78
2020,2,8,Bethune-Cookman,N.C. A&T,H,78,73
2020,2,24,Bethune-Cookman,Norfolk St.,H,78,55
2020,3,5,Bethune-Cookman,Florida A&M,H,72,70
2020,2,22,Bethune-Cookman,South Carolina St.,H,69,65
2020,1,18,Bethune-Cookman,N.C. Central,H,59,86
2019,11,23,Bethune-Cookman,Eastern Ill.,N,66,63
2019,11,23,Binghamton,Army West Point,H,88,73
2020,2,20,Binghamton,UMass Lowell,H,86,84
2019,12,7,Binghamton,Boston U.,H,84,79
2020,1,8,Binghamton,UMBC,H,79,75
2019,11,16,Binghamton,Sacred Heart,H,76,72
2020,2,8,Binghamton,Maine,H,75,82
2019,12,4,Binghamton,Colgate,H,74,82
2020,2,22,Binghamton,Hartford,H,74,75
2020,2,12,Binghamton,Stony Brook,H,70,75
2020,1,25,Binghamton,New Hampshire,H,69,77
2020,1,4,Binghamton,Albany (NY),H,62,74
2020,1,15,Binghamton,Vermont,H,53,72
2019,12,28,Boise St.,CSUN,H,103,72
2019,12,14,Boise St.,Alabama St.,H,100,57
2020,1,29,Boise St.,San Jose St.,H,99,71
2020,1,18,Boise St.,Utah St.,H,88,83
2019,11,29,Boise St.,UNCW,H,80,59
2019,12,7,Boise St.,Colorado St.,H,75,64
2020,2,11,Boise St.,Air Force,H,74,57
2020,2,23,Boise St.,New Mexico,H,74,61
2020,1,8,Boise St.,UNLV,H,73,66
2020,2,1,Boise St.,Nevada,H,73,64
2019,11,20,Boise St.,BYU,H,72,68
2020,1,1,Boise St.,Wyoming,H,65,54
2019,11,15,Boise St.,UC Irvine,H,60,69
2020,2,16,Boise St.,San Diego St.,H,55,72
2019,12,23,Boise St.,Portland,N,85,69
2019,12,25,Boise St.,UTEP,N,72,67
2020,3,6,Boise St.,San Diego St.,N,68,81
2019,12,22,Boise St.,Georgia Tech,N,60,74
2019,11,16,Boston College,Belmont,H,85,100
2019,11,6,Boston College,Wake Forest,H,77,70
2019,12,15,Boston College,Central Conn. St.,H,74,55
2019,11,20,Boston College,Eastern Wash.,H,72,68
2019,12,10,Boston College,Albany (NY),H,72,51
2020,2,16,Boston College,NC State,H,71,68
2020,3,3,Boston College,Syracuse,H,71,84
2020,1,29,Boston College,Louisville,H,69,86
2019,11,23,Boston College,DePaul,H,67,72
2019,12,3,Boston College,Northwestern,H,64,82
2020,2,22,Boston College,Clemson,H,64,82
2020,1,25,Boston College,Virginia Tech,H,61,56
2020,2,26,Boston College,Notre Dame,H,61,62
2020,1,7,Boston College,Virginia,H,60,53
2019,11,13,Boston College,High Point,H,59,33
2020,2,4,Boston College,Duke,H,55,63
2019,11,27,Boston College,Saint Louis,H,54,64
2020,1,11,Boston College,Georgia Tech,H,52,71
2019,12,21,Boston College,California,N,64,60
2020,1,29,Boston U.,Loyola Maryland,H,92,77
2019,11,16,Boston U.,New Hampshire,H,84,70
2020,1,8,Boston U.,Lehigh,H,84,67
2020,1,11,Boston U.,Army West Point,H,81,59
2019,12,14,Boston U.,Dartmouth,H,78,76
2020,2,8,Boston U.,Holy Cross,H,77,68
2020,2,29,Boston U.,Bucknell,H,74,71
2020,1,2,Boston U.,Lafayette,H,73,72
2019,11,5,Boston U.,Northeastern,H,67,72
2020,2,23,Boston U.,American,H,64,60
2020,2,10,Boston U.,Colgate,H,63,79
2020,1,22,Boston U.,Navy,H,58,60
2019,11,27,Boston U.,UT Martin,N,73,76
2019,11,26,Boston U.,Northern Colo.,N,55,78
2020,2,8,Bowling Green,Toledo,H,85,83
2020,3,6,Bowling Green,Buffalo,H,84,88
2019,12,31,Bowling Green,Hartford,H,81,68
2020,1,7,Bowling Green,Miami (OH),H,78,76
2020,2,25,Bowling Green,Akron,H,78,60
2019,11,30,Bowling Green,Dartmouth,H,76,69
2019,12,15,Bowling Green,Cleveland St.,H,72,58
2019,12,7,Bowling Green,Oakland,H,68,65
2020,1,28,Bowling Green,Ball St.,H,67,61
2020,1,18,Bowling Green,Northern Ill.,H,66,64
2020,1,21,Bowling Green,Eastern Mich.,H,62,59
2020,2,22,Bowling Green,Ohio,H,62,61
2020,1,3,Bowling Green,Kent St.,H,61,79
2019,11,24,Bowling Green,Cincinnati,N,91,84
2019,11,22,Bowling Green,Western Ky.,N,77,75
2019,11,11,Bowling Green,Jacksonville,N,75,59
2019,12,20,Bowling Green,Norfolk St.,N,67,72
2019,12,21,Bowling Green,Quinnipiac,N,64,69
2019,11,25,Bowling Green,Nevada,N,62,77
2019,11,9,Bradley,IUPUI,H,90,56
2019,12,7,Bradley,N.C. A&T,H,83,52
2020,2,19,Bradley,Missouri St.,H,83,79
2019,12,15,Bradley,Ga. Southern,H,81,51
2019,12,31,Bradley,Drake,H,80,72
2020,1,29,Bradley,Valparaiso,H,80,69
2019,12,28,Bradley,Toledo,H,78,66
2020,1,22,Bradley,Illinois St.,H,75,63
2020,2,12,Bradley,Indiana St.,H,72,61
2020,1,18,Bradley,UNI,H,71,86
2019,11,22,Bradley,Radford,H,70,61
2019,11,19,Bradley,Norfolk St.,H,69,57
2020,2,9,Bradley,Evansville,H,69,58
2020,1,11,Bradley,Southern Ill.,H,67,48
2020,2,29,Bradley,Loyola Chicago,H,66,67
2019,11,16,Bradley,UIC,H,65,56
2020,3,8,Bradley,Valparaiso,N,80,66
2020,3,7,Bradley,Drake,N,76,66
2019,11,27,Bradley,Kansas St.,N,73,60
2020,3,6,Bradley,Southern Ill.,N,64,59
2019,11,25,Bradley,Northwestern,N,51,78
2020,1,2,Brown,Rhode Island,H,85,75
2019,12,4,Brown,Merrimack,H,82,55
2019,11,23,Brown,NJIT,H,79,63
2019,11,9,Brown,Canisius,H,75,68
2020,1,31,Brown,Cornell,H,74,63
2020,2,1,Brown,Columbia,H,72,66
2020,2,8,Brown,Harvard,H,72,71
2019,11,13,Brown,Quinnipiac,H,70,68
2020,2,29,Brown,Penn,H,68,73
2020,2,7,Brown,Dartmouth,H,67,65
2020,1,24,Brown,Yale,H,62,73
2019,11,30,Brown,Navy,H,56,76
2020,2,28,Brown,Princeton,H,49,71
2019,11,10,Bryant,Cornell,H,82,81
2020,1,23,Bryant,Wagner,H,79,58
2020,2,23,Bryant,Sacred Heart,H,76,83
2020,1,4,Bryant,Fairleigh Dickinson,H,73,77
2020,2,6,Bryant,St. Francis Brooklyn,H,73,60
2019,11,5,Bryant,Brown,H,71,73
2019,12,6,Bryant,Columbia,H,67,65
2020,1,2,Bryant,Saint Francis (PA),H,67,63
2020,1,11,Bryant,Mount St. Mary's,H,65,67
2020,2,8,Bryant,Central Conn. St.,H,64,60
2020,2,18,Bryant,Merrimack,H,61,52
2019,12,2,Bryant,Navy,H,60,45
2020,1,18,Bryant,LIU,H,60,74
2020,1,25,Bucknell,Loyola Maryland,H,98,83
2019,11,13,Bucknell,Hofstra,H,86,71
2019,11,30,Bucknell,Princeton,H,77,87
2020,1,11,Bucknell,Holy Cross,H,75,60
2020,1,18,Bucknell,Lehigh,H,72,56
2020,2,15,Bucknell,American,H,72,68
2020,2,26,Bucknell,Colgate,H,71,70
2020,1,2,Bucknell,Army West Point,H,67,65
2019,12,7,Bucknell,Albany (NY),H,65,64
2019,11,10,Bucknell,Vermont,H,63,66
2020,2,3,Bucknell,Lafayette,H,62,65
2020,2,1,Bucknell,Boston U.,H,57,77
2020,1,8,Bucknell,Navy,H,56,60
2019,11,25,Bucknell,Seattle U,N,77,70
2019,11,26,Bucknell,Yale,N,61,81
2019,12,21,Buffalo,Niagara,H,92,72
2020,1,21,Buffalo,Western Mich.,H,90,79
2019,11,30,Buffalo,William & Mary,H,88,77
2019,12,30,Buffalo,St. Bonaventure,H,84,79
2019,12,18,Buffalo,Canisius,H,82,73
2020,1,31,Buffalo,Bowling Green,H,77,78
2019,12,14,Buffalo,Army West Point,H,76,89
2020,1,14,Buffalo,Ohio,H,76,73
2020,3,3,Buffalo,Miami (OH),H,75,69
2020,2,29,Buffalo,Akron,H,73,86
2020,1,4,Buffalo,Northern Ill.,H,72,73
2020,2,18,Buffalo,Ball St.,H,72,59
2020,1,24,Buffalo,Kent St.,H,66,70
2020,2,8,Buffalo,Central Mich.,H,65,60
2019,11,8,Buffalo,Dartmouth,H,63,68
2019,11,16,Buffalo,Harvard,N,88,76
2019,11,22,Buffalo,Towson,N,76,73
2019,11,24,Buffalo,Missouri St.,N,75,74
2019,11,21,Buffalo,UConn,N,68,79
2020,1,24,Butler,Marquette,H,89,85
2019,11,6,Butler,IUPUI,H,80,47
2019,11,16,Butler,Wofford,H,80,61
2019,11,9,Butler,New Orleans,H,79,53
2020,2,5,Butler,Villanova,H,79,76
2020,3,4,Butler,St. John's (NY),H,77,55
2019,12,7,Butler,Florida,H,76,62
2020,1,4,Butler,Creighton,H,71,57
2020,1,15,Butler,Seton Hall,H,70,78
2019,11,22,Butler,Morehead St.,H,68,50
2019,12,28,Butler,La.-Monroe,H,67,36
2019,12,14,Butler,Southern U.,H,66,41
2020,2,12,Butler,Xavier,H,66,61
2020,2,15,Butler,Georgetown,H,66,73
2019,11,12,Butler,Minnesota,H,64,56
2020,2,1,Butler,Providence,H,61,65
2020,2,29,Butler,DePaul,H,60,42
2019,12,21,Butler,Purdue,N,70,61
2019,11,26,Butler,Stanford,N,68,67
2019,11,25,Butler,Missouri,N,63,52
2020,1,30,BYU,Pepperdine,H,107,80
2020,1,11,BYU,Portland,H,96,70
2020,1,16,BYU,San Diego,H,93,70
2019,12,21,BYU,Weber St.,H,91,61
2020,2,22,BYU,Gonzaga,H,91,78
2020,2,8,BYU,San Francisco,H,90,76
2020,2,20,BYU,Santa Clara,H,85,75
2020,2,1,BYU,Saint Mary's (CA),H,81,79
2019,12,28,BYU,Oral Roberts,H,79,73
2019,11,5,BYU,Cal St. Fullerton,H,76,58
2019,12,10,BYU,Nevada,H,75,42
2019,11,9,BYU,San Diego St.,H,71,76
2019,11,13,BYU,Southern Utah,H,68,63
2020,1,4,BYU,LMU (CA),H,63,38
